Class Index,Title,Description
3,-,Just stopped in here for a quick bite to eat. I ordered the Chipotle TecMex bowl with shrimp. It was outstanding and full of flavor. Perfect portion size for lunch. Waiter Noah was friendly and prompt with the food order. Think I need to stop in again and try this in either their chicken or prime rib version. Priced at $12.49 might have been a bit high however it was really good. Ingredients fresh and flavorable.
6,-,A good italiuan spot. Its small and intimate. Right accross the street is their slightly more formal
4,-,This is a store for serious shopping
7,-,Decent yogurt and smoothies.
7,-,"Kind of homely looking from the outside, but indoors was nice. Friendly staff, very reasonable prices."
8,-,"Great food, great beers.  This is probably my favorite local brew pub in the city.  Such a fun spot."
4,-,They have some good stuff
3,-,Wife is looking for clothes!
4,-,I've been shopping here all my life
4,-,I love the tuna sub
7,-,"First time visit to this extremely popular location in the West Loop. Very cool interior, really liked the style. Service was fine, nothing really positive or negative stood out. Started with a few vegetable dishes, green beans and summer squash / corn with pine nuts. Both were very salty, to the point where we ordered plain noodles to go with them (rice wold have been better). Both dishes were good ideas, but execution was lacking if that much salt is needed for flavor. The beef slap noodles however were very good. Thick noodles with a great consistency and very tender meat falling apart like a pot roast. Easily the highlight of the night."
3,-,"Easy in, grab some food and get out. Great store."
3,-,A joke
6,-,"A great Chicago style diner. Had a great pepper and egg sandwich, and it was Monday"
3,-,A very fun place to melt your credit card!
7,-,Toasted bread was very fresh and tasty. Meat (tried meatballs and roast beef) was average at best.
3,-,"Books galore, looking for history books for a gift."
3,-,Macys is always a good place
3,-,"Quite good, I had the Mongolian beef combo. Great flavor. Not sure why it didn't include broccoli but not a deal breaker. Definitely will order this again."
4,-,"Great food service and prices, I'll be back for sure"
7,-,"The hot dog was fine, the whole fries on the top and refusal to carry ketchup (for fries) is pretty dumb."
2,-,Awesome brewpub
8,-,Great bar!  Killer beer selection.
1,-,Expensive but good
6,-,"A good burger, ala shake shake or dmk. Nice room"
6,-,A coffee shop with a varied menu that would satisfy everyone. Comfortable and clean.
2,-,"Great service, usually a long line. Tried the butter gooey Sunday it was amazing!!!"
4,-,Ridiculous
7,-,Small park but a lot of amenities for kids and dogs.
3,-,Best Mobil / gas station in the Buckys is a fairly new building with great staff. Plenty to eat and .ore than enough drink and snack selections. This location also sells liquor.
6,-,"A popular and large sports bar in the growing South Loop. All the requisite elements a large bar, with a spare one, lots of alcoholic choices, TV's and good food.  Atmosphere is conducive to everything. Excellent for a long brunch. Kid friendly. Good for large groups"
5,-,Great acts come through here.
2,-,"So much beer, cool concept with the card"
6,-,"One of the sites of Chicago.  It's unwittingly interactive with kids playing on it.  A true masterpiece, one of many in Chicago.   Among the others outdoors is a Miro, a Dubuffet, a Chagall and a Calder all within 4 blocks of the loop."
7,-,"Food was good, service was very good. Pricey for lunch but nice for a once in a while splurge."
3,-,Dinner tonight was quite good. I started off with a sesame ginger salad. The dressing was light and flavorful. My wife had the egg drop soup with looked really good a golden yellow and a bit on the thicker broth style. I oder the Herbal Tso's chicken and she had the sweet and sour chicken. To lights meal came with free egg rolls. Service was good a d food delivered rather quickly. Nice presentation and good flavor.
3,-,Very limited retail stores. Big Lots junk store and a few small businesses. Went here for Panera.
3,-,Stopped in with a group of friends. Been 2 years since I have been here. Asked about the Breaded pork tenderloin and was told they make them fresh. Gave it try. Nice sandwich with a decent size (for me) BPT. Flavor was really good.
6,-,U OF C Booth School and Graham School
3,-,"Had to stop in and pick up some Planet Dog play toys for our German Shephard. Great store, friendly staff."
3,-,It's just a donut shop. Coffee and a donut to go please.
6,-,"An ingenious spot in the merchandise Mart for many purposes. Great for party
Is or a classroom business meeting. On the other hand a good spot for coffee and lounging. Also a full menu and a complete food menu. It spectacularly ties the main entrance with the second floor"
6,-,"A three star normally except the have 5 star lollipop chicken wings and a chinese american menu, which is hard to find"
1,-,Staff is young and under educated
4,-,Nothing but good stuff
7,-,Good for Mexican breakfast items.
7,-,Definitely unique items here.
6,-,"Very fresh and excellent seafood. The oyster service was excellent and the sauces were interesting.   The main courses were prepared well   a little too much focus on sauces, particularly aioli.  Maybe some grilled entrees"
3,-,Quick trip in to pick up some missing thanksgiving items.
7,-,"New ramen shop in the West Loop competing with 3 other spots in a small area. The space and atmosphere are cool. Dumplings are tasty, two styles available, one pan fried and one steamed, reminiscent of dim sum. Had high hopes for the ramen but it was just ok. Chashu was not very tender. Egg was a bit overcooked. Noodles were fine, good if you prefer thinner, crinkly style. Broth was tasty, not overly rich."
7,-,"Ton of good options, gets extremely busy at lunch, prepare for long lines."
1,-,Friendly but used
1,-,Expensive
3,-,Always a fun time here!
3,-,"Must have been an off day, wasn't impressed with the gyros."
7,-,Crust was chewy.
3,-,What a great place. They carry so many very different products. I stopped in for shaving accessories due to the fact they have a very large awesome collection of various professional products.
1,-,Lots of good stores hard traffic sucks though
3,-,Great dealership to purchase your extra vehicle from. No I don't work there just a very satisfied repeat customer
4,-,Rib tips are real good and tender
5,-,Old school theater. Do yoga beforehand
5,-,Lots of saganaki going off. Good tasting food and friendly efficient staff
8,-,"5 bucks for a slice.  Stopped in here because I was starving.  I got a slice of sausage, and it wasn't very good.  Over priced and underwhelming."
8,-,"Cool place inside.  The sound was good, but the drinks are crazy expensive."
3,-,1st time here and purchased a couple bakery pastries to go. Well an hour later I ate one of the almond bars and was like oh my God. I'm just saying if I would have tried it when I walked outside I would have turned around and went right back in and bought their entire tray if these. Absolutely delicious.
3,-,"I stopped here with my family after a day of shopping in St. Louis, MO. We were picking up some bakery treats. Great selection even for this time of night, around 5:30pm. Took a few minutes for the four of us to decide and make our selection. Sales person really nice and I have to say somewhat truthful (haha) when I asked about the coffee. He said I don't like it but some people do. Well he was right. It was like drinking hot water with a touch of weak coffee. Not good since I like a cup of good bold coffee."
7,-,Nice selection of premade meals and ingredients for Indian cuisine.
5,-,"My office ordered lunch from here. First half the order showed up, secondly the food that did arrive was cold, and the 2nd half of the order my boss had to pick up was also like a Foreigner song(the band) Cold as Ice. The quality is something we weren't willing to sacrifice. I'd encourage those in charge of this place to view this not as a negative review but an immense opportunity to right the situation both for myself and my coworkers and those who order in the future."
